assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	domain	kingdom	phylum	class	order	family	genus	suborder	subclass	clade	no rank	species group	species subgroup	species	subfamily	tribe	subspecies	serotype	forma specialis	pathogroup	strain	subgenus
GCF_002835605.1	PRJNA224116	SAMN08131258	PIYS00000000.1	reference genome	1905276	1905276	Pseudomonas pharmacofabricae	strain=ZYSR67-Z	na	latest	Scaffold	Major	Full	2017-12-12	ASM283560v1	Zhejiang University	GCA_002835605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/605/GCF_002835605.1_ASM283560v1	na	assembly from type material	na        	haploid	bacteria	3438790	3438518	62.5	0	34	34	NCBI RefSeq	GCF_002835605.1-RS_2024_05_03	2024-05-03	3345	3239	73	na																						
GCF_014644335.1	PRJNA224116	SAMD00245104	BMKM00000000.1	reference genome	1914757	1914757	Sphingobacterium soli	strain=CGMCC 1.15966	na	latest	Scaffold	Major	Full	2020-09-12	ASM1464433v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014644335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/644/335/GCF_014644335.1_ASM1464433v1	na	assembly from type material	na        	haploid	bacteria	4430553	4430436	37.0	0	29	29	NCBI RefSeq	GCF_014644335.1-RS_2024_09_02	2024-09-02	3816	3744	56	30832757																						
GCF_002020805.1	PRJNA224116	SAMN06016300	MPRJ00000000.1	reference genome	1918948	1918948	Solemya velesiana gill symbiont	na	Sveles-Q1	latest	Scaffold	Major	Full	2017-03-06	ASM202080v1	Harvard University	GCA_002020805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/020/805/GCF_002020805.1_ASM202080v1	na	na	na        	haploid	bacteria	2552746	2552630	55.5	0	128	128	NCBI RefSeq	GCF_002020805.1-RS_2024_05_03	2024-05-03	2603	2421	52	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria						sulfur-oxidizing symbionts	Gammaproteobacteria incertae sedis											
GCF_002021095.1	PRJNA224116	SAMN06016298	MPRK00000000.1	reference genome	1918949	1918949	Solemya elarraichensis gill symbiont	na	Se-Cadez	latest	Contig	Major	Full	2017-03-06	ASM202109v1	Harvard University	GCA_002021095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/095/GCF_002021095.1_ASM202109v1	na	na	na        	haploid	bacteria	2047614	2047614	51.0	0	378	378	NCBI RefSeq	GCF_002021095.1-RS_2024_08_20	2024-08-20	2275	2095	39	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria						sulfur-oxidizing symbionts	Gammaproteobacteria incertae sedis											
GCF_002688585.1	PRJNA224116	SAMN07786750	na	reference genome	1925548	1925548	Candidatus Fonsibacter ubiquis	strain=LSUCC0530	LSUCC0530	latest	Complete Genome	Major	Full	2017-10-24	ASM268858v1	Louisiana State University	GCA_002688585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/688/585/GCF_002688585.1_ASM268858v1	na	na	na        	haploid	bacteria	1160202	1160202	29.0	1	1	1	NCBI RefSeq	GCF_002688585.1-RS_2024_03_31	2024-03-31	1268	1227	39	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales		Candidatus Fonsibacter				Candidatus Pelagibacterales incertae sedis											
GCF_004102945.1	PRJNA224116	SAMN06176963	na	reference genome	1930593	1930593	Candidatus Velamenicoccus archaeovorus	strain=LiM	na	latest	Complete Genome	Major	Full	2019-01-22	ASM410294v1	Max Planck Institute for Marine Microbiology	GCA_004102945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/945/GCF_004102945.1_ASM410294v1	na	na	na        	haploid	bacteria	1974201	1974201	53.0	1	1	1	NCBI RefSeq	GCF_004102945.1-RS_2024_03_31	2024-03-31	1892	1836	51	na	Bacteria	Pseudomonadati	Candidatus Omnitrophota				Candidatus Velamenicoccus			PVC group												
GCF_004296515.1	PRJNA224116	SAMD00080338	na	reference genome	1971488	1971488	endosymbiont of Pachyrhynchus infernalis	na	NARPIN1	latest	Complete Genome	Major	Full	2017-10-21	ASM429651v1	The Open University of Japan	GCA_004296515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/515/GCF_004296515.1_ASM429651v1	na	na	na        	haploid	bacteria	226299	226299	17.5	1	1	1	NCBI RefSeq	GCF_004296515.1-RS_2024_03_31	2024-03-31	253	211	40	28923972	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Candidatus Nardonella				unclassified Candidatus Nardonella											
GCF_004296495.1	PRJNA224116	SAMD00080335	na	reference genome	1972133	1971485	endosymbiont of Rhynchophorus ferrugineus	na	NARRFE1	latest	Complete Genome	Major	Full	2017-10-21	ASM429649v1	The Open University of Japan	GCA_004296495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/495/GCF_004296495.1_ASM429649v1	na	na	na        	haploid	bacteria	200316	200316	15.5	1	1	1	NCBI RefSeq	GCF_004296495.1-RS_2024_03_31	2024-03-31	233	198	32	28923972	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Candidatus Nardonella				Gammaproteobacteria incertae sedis			Candidatus Nardonella dryophthoridicola								
GCF_004296475.1	PRJNA224116	SAMD00080336	na	reference genome	1972134	1972134	endosymbiont of Sipalinus gigas	na	NARSGI1	latest	Complete Genome	Major	Full	2017-10-21	ASM429647v1	The Open University of Japan	GCA_004296475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/475/GCF_004296475.1_ASM429647v1	na	na	na        	haploid	bacteria	232663	232663	17.5	2	2	2	NCBI RefSeq	GCF_004296475.1-RS_2024_03_31	2024-03-31	266	228	37	28923972	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Candidatus Nardonella				unclassified Candidatus Nardonella											
GCF_003546845.1	PRJNA224116	SAMN07679736	NWVA00000000.1	reference genome	2039283	2039283	endosymbiont GvMRE of Glomus versiforme	strain=GvMRE	na	latest	Scaffold	Major	Full	2018-09-11	ASM354684v1	Cornell University	GCA_003546845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/845/GCF_003546845.1_ASM354684v1	na	na	na        	haploid	bacteria	2487246	2481315	31.5	0	9	9	NCBI RefSeq	GCF_003546845.1-RS_2024_05_04	2024-05-04	2769	2642	108	na	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Mycoplasmatales						unclassified Mycoplasmatales											
GCF_003366055.1	PRJNA224116	SAMN08225565	na	reference genome	2066483	2066483	Candidatus Chromulinivorax destructor	strain=SeV1	na	latest	Complete Genome	Major	Full	2018-08-07	ASM336605v1	University of British Columbia	GCA_003366055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/366/055/GCF_003366055.1_ASM336605v1	na	assembly from type material	na        	haploid	bacteria	1174272	1174272	33.5	1	1	1	NCBI RefSeq	GCF_003366055.1-RS_2024_06_23	2024-06-23	1132	1080	46	na	Bacteria			Candidatus Babeliae	Candidatus Babeliales	Candidatus Chromulinivoraceae	Candidatus Chromulinivorax			Candidatus Babelota	Bacteria incertae sedis											
GCF_003097315.1	PRJNA224116	SAMN08959339	QDDL00000000.1	reference genome	2080658	2080658	Pelagibaculum spongiae	strain=Hp12	na	latest	Contig	Major	Full	2018-05-07	ASM309731v1	Matis ohf	GCA_003097315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/097/315/GCF_003097315.1_ASM309731v1	na	assembly from type material	na        	haploid	bacteria	4985720	4985720	43.0	0	21	21	NCBI RefSeq	GCF_003097315.1-RS_2024_08_08	2024-08-08	4346	4200	101	31120827	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales		Pelagibaculum				Oceanospirillales incertae sedis											
GCF_900312975.1	PRJNA224116	SAMEA104651889	na	reference genome	2086584	2086584	Massilistercora timonensis	strain=Marseille-P3756	na	latest	Complete Genome	Major	Full	2018-03-15	PRJEB24953	URMITE	GCA_900312975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/312/975/GCF_900312975.1_PRJEB24953	na	assembly from type material	na        	haploid	bacteria	2769591	2769591	51.0	1	1	1	NCBI RefSeq	GCF_900312975.1-RS_2024_04_12	2024-04-12	2753	2655	71	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Massilistercora				Eubacteriales incertae sedis											
GCF_003344535.1	PRJNA224116	SAMN09070411	QPKS00000000.1	reference genome	2184695	2184695	Exiguobacterium flavidum	strain=HF60	na	latest	Scaffold	Major	Full	2018-07-27	ASM334453v1	Shandong University	GCA_003344535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/535/GCF_003344535.1_ASM334453v1	na	assembly from type material	na        	haploid	bacteria	2703469	2703424	55.0	0	23	23	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-19	2728	2665	49	na	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis											
GCF_003260125.1	PRJNA224116	SAMN09269811	QHKO00000000.1	reference genome	2211119	2211119	Lujinxingia litoralis	strain=B210	na	latest	Scaffold	Major	Full	2018-06-22	ASM326012v1	Shandong University at Weihai	GCA_003260125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/260/125/GCF_003260125.1_ASM326012v1	na	assembly from type material	na        	haploid	bacteria	5008384	5008013	64.5	0	30	30	NCBI RefSeq	GCF_003260125.1-RS_2024_05_26	2024-05-26	3891	3798	64	na	Bacteria			Deltaproteobacteria	Bradymonadales	Lujinxingiaceae	Lujinxingia			delta/epsilon subdivisions												
GCF_008121455.1	PRJNA224116	SAMN09258196	QIML00000000.1	reference genome	2211183	2211183	Evtepia gabavorous	strain=KLE1738	na	latest	Contig	Major	Full	2019-08-28	ASM812145v1	Northeastern University	GCA_008121455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/121/455/GCF_008121455.1_ASM812145v1	na	assembly from type material	na        	haploid	bacteria	2494407	2494407	58.0	0	67	67	NCBI RefSeq	GCF_008121455.1-RS_2024_03_29	2024-03-29	2431	2336	75	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Evtepia				Eubacteriales incertae sedis											
GCF_007556685.1	PRJNA224116	SAMN12219347	VJON00000000.1	reference genome	2267262	2267262	Tepidimonas charontis	strain=SPSP-6	na	latest	Contig	Major	Full	2019-07-26	ASM755668v1	Biocant	GCA_007556685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/556/685/GCF_007556685.1_ASM755668v1	na	assembly from type material	na        	haploid	bacteria	2808982	2808982	66.5	0	127	127	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	2765	2580	63	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas				Burkholderiales genera incertae sedis											
GCF_011009555.1	PRJNA224116	SAMN09765393	QXHD00000000.1	reference genome	2292702	2950184	Adonisia turfae CCMR0081	strain=CCMR0081	na	latest	Scaffold	Major	Full	2020-02-25	ASM1100955v1	Federal University of Rio de Janeiro	GCA_011009555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/009/555/GCF_011009555.1_ASM1100955v1	na	assembly from type material	na        	haploid	bacteria	8660379	8656239	47.5	0	17	17	NCBI RefSeq	GCF_011009555.1-RS_2024_06_06	2024-06-06	7478	7184	81	32060621	Bacteria	Bacillati	Cyanobacteriota				Adonisia			Cyanobacteriota/Melainabacteria group	Cyanobacteriota incertae sedis			Adonisia turfae								
GCF_007993775.1	PRJNA224116	SAMN12418628	na	reference genome	2292766	2292766	Persicimonas caeni	strain=YN101	na	latest	Complete Genome	Major	Full	2019-08-13	ASM799377v1	Shandong University at Weihai	GCA_007993775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/993/775/GCF_007993775.1_ASM799377v1	na	assembly from type material	na        	haploid	bacteria	8047206	8047206	64.0	1	1	1	NCBI RefSeq	GCF_007993775.1-RS_2024_10_11	2024-10-11	5998	5900	69	na	Bacteria			Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Persicimonas			delta/epsilon subdivisions												
GCF_003664585.1	PRJNA224116	SAMN09786564	RCHI00000000.1	reference genome	2294033	2294033	Sinirhodobacter hankyongi	strain=BO-81	na	latest	Contig	Major	Full	2018-10-16	ASM366458v1	Hankyong National University	GCA_003664585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/664/585/GCF_003664585.1_ASM366458v1	na	assembly from type material	na        	haploid	bacteria	3801301	3801301	68.5	0	52	52	NCBI RefSeq	GCF_003664585.1-RS_2024_10_23	2024-10-23	3724	3615	57	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Paenirhodobacter				Rhodobacter group											
GCF_003596335.1	PRJNA224116	SAMN09914392	QZCH00000000.1	reference genome	2303987	2303987	Motilimonas pumila	strain=PLHSC7-2	na	latest	Contig	Major	Full	2018-09-24	ASM359633v1	Shandong Marine Resource and Environment Research Institute	GCA_003596335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/596/335/GCF_003596335.1_ASM359633v1	na	assembly from type material	na        	haploid	bacteria	4542577	4542577	45.5	0	189	189	NCBI RefSeq	GCF_003596335.1-RS_2024_08_05	2024-08-05	4214	4070	89	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales		Motilimonas				Alteromonadales genera incertae sedis											
GCF_004022585.1	PRJNA224116	SAMN09939910	SAUW00000000.1	reference genome	2306993	2306993	Sinirhodobacter populi	strain=2D-5	na	latest	Contig	Major	Full	2019-01-14	ASM402258v1	Research Institute of Forest Ecology Environment and Protection	GCA_004022585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/585/GCF_004022585.1_ASM402258v1	na	na	na        	haploid	bacteria	4493625	4493625	65.5	0	78	78	NCBI RefSeq	GCF_004022585.1-RS_2024_10_23	2024-10-23	4336	4159	58	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Paenirhodobacter				Rhodobacter group											
GCF_004005565.1	PRJNA224116	SAMN10264077	SADD00000000.1	reference genome	2480984	2480984	Lujinxingia sediminis	strain=SEH01	na	latest	Contig	Major	Full	2019-01-08	ASM400556v1	Shandong University at Weihai	GCA_004005565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/005/565/GCF_004005565.1_ASM400556v1	na	assembly from type material	na        	haploid	bacteria	5329124	5329124	63.5	0	41	41	NCBI RefSeq	GCF_004005565.1-RS_2024_05_26	2024-05-26	4059	3975	65	na	Bacteria			Deltaproteobacteria	Bradymonadales	Lujinxingiaceae	Lujinxingia			delta/epsilon subdivisions												
GCF_004210275.1	PRJNA224116	SAMN10347832	SCFA00000000.1	reference genome	2486577	2486577	Rickettsiales endosymbiont of Peranema trichophorum	na	RICK02	latest	Contig	Major	Full	2019-02-19	ASM421027v1	Center for Comparative Genomics and Evolutionary Bioinformatics	GCA_004210275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/210/275/GCF_004210275.1_ASM421027v1	na	na	na        	haploid	bacteria	1375759	1375759	41.0	0	125	125	NCBI RefSeq	GCF_004210275.1-RS_2024_04_08	2024-04-08	1243	1171	42	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales						unclassified Rickettsiales											
GCF_003932735.1	PRJNA224116	SAMN10347691	na	reference genome	2486578	2486578	Rickettsiales endosymbiont of Stachyamoeba lipophora	strain=RICK01	na	latest	Complete Genome	Major	Full	2018-12-10	ASM393273v1	Center for Comparative Genomics and Evolutionary Bioinformatics	GCA_003932735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/735/GCF_003932735.1_ASM393273v1	na	na	na        	haploid	bacteria	1738386	1738386	33.0	1	1	1	NCBI RefSeq	GCF_003932735.1-RS_2024_04_01	2024-04-01	1583	1528	45	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales						unclassified Rickettsiales											
GCF_003933735.1	PRJNA224116	SAMN10502104	RSED00000000.1	reference genome	2493092	2493092	Aquabacterium soli	strain=SJQ9	na	latest	Contig	Major	Full	2018-12-10	ASM393373v1	Shanghai Academy of Agricultural Sciences	GCA_003933735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/933/735/GCF_003933735.1_ASM393373v1	na	assembly from type material	na        	haploid	bacteria	5418963	5418963	65.5	0	117	117	NCBI RefSeq	GCF_003933735.1-RS_2024_03_27	2024-03-27	4832	4715	50	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium				Burkholderiales genera incertae sedis											
GCF_004022465.1	PRJNA224116	SAMN10690864	SAVA00000000.1	reference genome	2501515	2501515	Sinirhodobacter huangdaonensis	strain=CGMCC 1.12963	na	latest	Scaffold	Major	Full	2019-01-14	ASM402246v1	Research Institute of Forest Ecology Environment and Protection	GCA_004022465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/465/GCF_004022465.1_ASM402246v1	na	assembly from type material	na        	haploid	bacteria	4146544	4146514	68.0	0	35	35	NCBI RefSeq	GCF_004022465.1-RS_2024_10_23	2024-10-23	4073	3942	57	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Paenirhodobacter				Rhodobacter group											
GCF_004310865.1	PRJNA224116	SAMN10979390	SIXI00000000.1	reference genome	2528630	2528630	Aquabacterium lacunae	strain=KMB7	na	latest	Contig	Major	Full	2019-02-27	ASM431086v1	National Kaohsiung University of Science and Technology	GCA_004310865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/310/865/GCF_004310865.1_ASM431086v1	na	assembly from type material	na        	haploid	bacteria	3896784	3896784	65.5	0	64	64	NCBI RefSeq	GCF_004310865.1-RS_2024_05_01	2024-05-01	3413	3333	59	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium				Burkholderiales genera incertae sedis											
GCF_005144635.2	PRJNA224116	SAMN11382519	na	reference genome	2567896	2567896	Polyangium aurulentum	strain=SDU3-1	na	latest	Complete Genome	Major	Full	2022-05-09	ASM514463v2	Shandong University	GCA_005144635.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/635/GCF_005144635.2_ASM514463v2	na	assembly from type material	na        	haploid	bacteria	12320079	12320079	69.5	1	1	1	NCBI RefSeq	GCF_005144635.2-RS_2024_03_28	2024-03-28	9670	9573	79	na	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Polyangiaceae	Polyangium		Polyangia													
GCF_008039615.1	PRJNA224116	SAMN11959961	VDUZ00000000.1	reference genome	2586908	2586908	Vineibacter terrae	strain=CC-CFT640	na	latest	Contig	Major	Full	2019-08-20	ASM803961v1	Nation Chung Hsing University	GCA_008039615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/039/615/GCF_008039615.1_ASM803961v1	na	assembly from type material	na        	haploid	bacteria	8756861	8756861	68.0	0	135	135	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-11	8180	8011	57	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales		Vineibacter				Hyphomicrobiales incertae sedis											
GCF_007556605.1	PRJNA224116	SAMN12027922	VJND00000000.1	reference genome	2588941	2588941	Tepidimonas sediminis	strain=YIM 72259	na	latest	Contig	Major	Full	2019-07-26	ASM755660v1	Biocant	GCA_007556605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/556/605/GCF_007556605.1_ASM755660v1	na	assembly from type material	na        	haploid	bacteria	2533936	2533936	72.0	0	35	35	NCBI RefSeq	GCF_007556605.1-RS_2024_05_04	2024-05-04	2432	2347	56	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas				Burkholderiales genera incertae sedis											
GCF_007556595.1	PRJNA224116	SAMN12027912	VJNB00000000.1	reference genome	2588942	2588942	Tepidimonas alkaliphilus	strain=YIM 72238	na	latest	Contig	Major	Full	2019-07-26	ASM755659v1	Biocant	GCA_007556595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/556/595/GCF_007556595.1_ASM755659v1	na	assembly from type material	na        	haploid	bacteria	2465445	2465445	69.0	0	33	33	NCBI RefSeq	GCF_007556595.1-RS_2024_05_04	2024-05-04	2381	2280	54	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas				Burkholderiales genera incertae sedis											
GCF_009746125.1	PRJNA224116	SAMN12116251	na	reference genome	2591109	2591109	Casimicrobium huifangae	strain=SJ-1	na	latest	Complete Genome	Major	Full	2019-12-13	ASM974612v1	Institute of Microbiology, CAS	GCA_009746125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/746/125/GCF_009746125.1_ASM974612v1	na	assembly from type material	na        	haploid	bacteria	4465898	4465898	62.5	1	1	1	NCBI RefSeq	GCF_009746125.1-RS_2024_03_22	2024-03-22	4036	3957	55	31811031	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria		Casimicrobiaceae	Casimicrobium				Betaproteobacteria incertae sedis											
GCF_007559025.1	PRJNA224116	SAMN12318968	na	reference genome	2597660	2597660	Tomitella fengzijianii	strain=HY188	na	latest	Complete Genome	Major	Full	2019-07-28	ASM755902v1	Chinese Center for Disease Control and Prevention	GCA_007559025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/559/025/GCF_007559025.1_ASM755902v1	na	assembly from type material	na        	haploid	bacteria	4013250	4013250	71.0	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-29	3678	3573	63	na	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales		Tomitella				Corynebacteriales incertae sedis											
GCF_007997015.1	PRJNA224116	SAMN12418627	VOSM00000000.1	reference genome	2600176	2600176	Lujinxingia vulgaris	strain=TMQ4	na	latest	Contig	Major	Full	2019-08-14	ASM799701v1	Shandong University at Weihai	GCA_007997015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/997/015/GCF_007997015.1_ASM799701v1	na	assembly from type material	na        	haploid	bacteria	5553159	5553159	64.5	0	121	121	NCBI RefSeq	GCF_007997015.1-RS_2024_08_15	2024-08-15	4248	4147	68	na	Bacteria			Deltaproteobacteria	Bradymonadales	Lujinxingiaceae	Lujinxingia			delta/epsilon subdivisions												
GCF_007993755.1	PRJNA224116	SAMN12418637	na	reference genome	2600177	2600177	Microvenator marinus	strain=V1718	na	latest	Complete Genome	Major	Full	2019-08-13	ASM799375v1	Shandong University at Weihai	GCA_007993755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/993/755/GCF_007993755.1_ASM799375v1	na	assembly from type material	na        	haploid	bacteria	5847748	5847748	55.0	1	1	1	NCBI RefSeq	GCF_007993755.1-RS_2024_05_26	2024-05-26	4836	4758	56	na	Bacteria			Deltaproteobacteria	Bradymonadales	Microvenatoraceae	Microvenator			delta/epsilon subdivisions												
GCF_008014345.1	PRJNA224116	SAMN12430227	VPFL00000000.1	reference genome	2602750	2602750	Pelomicrobium methylotrophicum	strain=SM250	na	latest	Contig	Major	Full	2019-08-18	ASM801434v1	Research Center of Biotechnology RAS	GCA_008014345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/014/345/GCF_008014345.1_ASM801434v1	na	assembly from type material	na        	haploid	bacteria	3327116	3327116	65.0	0	65	65	NCBI RefSeq	GCF_008014345.1-RS_2024_04_30	2024-04-30	3371	3231	58	na	Bacteria	Pseudomonadati	Pseudomonadota	Hydrogenophilia			Pelomicrobium				Hydrogenophilalia incertae sedis											
GCF_902860225.1	PRJNA224116	SAMEA6595495	na	reference genome	2652803	2652803	Candidatus Azoamicus ciliaticola	na	1	latest	Complete Genome	Major	Full	2020-06-28	Azoamicus ciliaticola assembly	MAX PLANCK INSTITUTE FOR MARINE MICROBIOLOGY	GCA_902860225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/860/225/GCF_902860225.1_Azoamicus_ciliaticola_assembly	na	na	na        	haploid	bacteria	292520	292520	24.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-11	346	303	40	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Azoamicaceae	Candidatus Azoamicus				Gammaproteobacteria incertae sedis											
GCF_010179735.1	PRJNA224116	SAMN13927516	JAAEEH000000000.1	reference genome	2662126	2662126	Anaerotalea alkaliphila	strain=F-3ap	na	latest	Contig	Major	Full	2020-02-04	ASM1017973v1	Research Center of Biotechnology RAS	GCA_010179735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/179/735/GCF_010179735.1_ASM1017973v1	na	assembly from type material	na        	haploid	bacteria	2980040	2980040	57.0	0	94	94	NCBI RefSeq	GCF_010179735.1-RS_2024_05_05	2024-05-05	2861	2776	60	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Anaerotalea				Eubacteriales incertae sedis											
GCF_025273655.1	PRJNA224116	SAMN13189580	na	reference genome	2665156	2665156	Candidatus Mycosynbacter amalyticus	na	JR1	latest	Complete Genome	Major	Full	2020-01-22	ASM2527365v1	La Trobe University	GCA_025273655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/273/655/GCF_025273655.1_ASM2527365v1	na	na	na        	haploid	bacteria	1081308	1081308	50.5	1	1	1	NCBI RefSeq	GCF_025273655.1-RS_2024_09_29	2024-09-29	1175	1125	48	na	Bacteria		Candidatus Saccharibacteria				Candidatus Mycosynbacter			Bacteria candidate phyla	Candidatus Saccharibacteria incertae sedis											
GCF_010993745.1	PRJNA224116	SAMN13425622	WOTN00000000.1	reference genome	2681555	2681555	Fodinicola acaciae	strain=GKU 173	na	latest	Contig	Major	Full	2020-02-24	ASM1099374v1	Kasetsart University	GCA_010993745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/993/745/GCF_010993745.1_ASM1099374v1	na	assembly from type material	na        	haploid	bacteria	8860993	8860993	68.0	0	4	4	NCBI RefSeq	GCF_010993745.1-RS_2024_05_05	2024-05-05	8453	8311	60	na	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales		Fodinicola				Corynebacteriales incertae sedis											
